Frequency (Hz),TR1: Gain (Real),TR1: Gain (Imag),TR1: Gain (dB)
100,0.986039317945584,0.00225693179805652,-0.12209259507121
104.526278963772,0.979862504910712,-0.00182906280562229,-0.176682079123045
109.257429940123,0.9824401530363,0.000110795602442457,-0.153877863005714
114.202726007861,0.974699715957324,0.00169983599779999,-0.222570001333723
119.371859971209,0.978161335470699,-0.00141682383331006,-0.191781045696494
124.77496335775,0.994477733783691,0.000633813782761659,-0.0480969603820476
130.422626276266,0.998541386135471,-0.00128333743672682,-0.0126714343577298
136.325918173408,0.993276479612437,-0.00149854509520313,-0.0585870813562438
142.49640952986,0.979831526257881,0.00112592255531161,-0.176966088480509
148.946194538541,0.993566877223019,-0.00115056774564925,-0.0560520782029221
155.687914809278,0.982939401910861,-0.00322077678160004,-0.149418482525966
162.734784146426,0.979421287512441,-0.000950081952233803,-0.180605131701363
170.100614447985,0.973453444152592,-0.00205265828664123,-0.233676969333546
177.799842776992,0.977679443284027,-0.00119346538141635,-0.19606385256299
185.847559658227,0.964173073361261,-0.00192312610922607,-0.316882748289136
194.259538655721,0.973389989079045,-0.000960396046127524,-0.23425826447305
203.052267289016,0.973954062307657,-0.0036265820361028,-0.229170318736456
212.242979348781,0.984620194066999,-1.63461077698386E-07,-0.13462522619246
221.849688675128,0.982595891528551,-0.00355865333102978,-0.152444157433581
231.891224464825,0.982999570873435,-0.00278058853132018,-0.148898685599869
242.38726817661,0.997060079359498,-0.000380154898031268,-0.0255728052725492
253.35839210695,0.996179618534269,-0.00146908194961102,-0.033237515367147
264.826099711838,0.985111838419774,-0.00390693168442982,-0.130220927165588
276.812867753673,0.987878960823998,-0.00619979279359066,-0.105754225758585
289.342190355822,0.985997315580025,-0.00220680179682272,-0.122463593884238
302.438625051215,0.967550933039526,-0.0041159184729748,-0.286444688706349
316.12784091523,0.987618928283896,-0.00226909288406417,-0.108188978167385
330.436668877203,0.978557663810084,-0.000952088963259564,-0.188267437400082
345.393154309181,0.986531233203295,-0.00230540039796328,-0.11775949522789
361.026611994987,0.994017825708783,-0.00209709487574376,-0.0520972167417749
377.367683587335,0.975850067410968,-0.00595141330652965,-0.212176541895369
394.448397665623,0.991996204162174,-0.00110757049528025,-0.0697943792404444
412.302232512099,0.982559577181666,-0.000706079043439155,-0.15281989426884
430.964181729457,0.984466410412409,-0.00456900391228171,-0.135888399364399
450.470822828471,0.96679337766016,-0.00446864173908138,-0.293233879745429
470.860388920087,0.984373521877602,-0.00245094802798943,-0.136774609726536
492.172843652513,0.993319162530652,-0.00386166076685208,-0.0581580884197746
514.449959540156,0.993691966204964,-0.00534085738824941,-0.054838969497539
537.735399837956,0.987329875065162,-0.000691309390706023,-0.110752305101069
562.074804121578,0.988381047743364,-0.00557094521205424,-0.101373845634369
587.515877741196,0.998835287614917,-0.00306948852950773,-0.0100814457867236
614.108485324217,0.985017432295909,-0.00343754511075247,-0.131068778517471
641.904748510187,0.987596625801069,-0.00336177302923431,-0.108357728581541
670.959148109458,1.00556852551626,-0.00482702727431335,0.048333500501534
701.328630885842,0.976681567513393,-0.00516132589408803,-0.204818887521569
733.072721172539,0.987463568522386,-0.00481541250271258,-0.109475088216061
766.253637540124,0.973224629271511,-0.00680454760335538,-0.235525881281175
800.936414745242,0.970827297639619,-0.00506885091138941,-0.25704202468329
837.189031199047,0.986681401397035,-0.00561164458199819,-0.116320683911803
875.082542205217,0.980387522702941,-0.00382020344699652,-0.171978550728857
914.691219228695,0.965388466741092,-0.00743708002963978,-0.305700143674699
956.092695468114,0.979126650726244,-0.00651991536655192,-0.183029998732763
999.368118017249,0.968019169089299,-0.00702853879374161,-0.282091903744744
1044.60230691371,0.996517413477223,-0.00476781516857528,-0.0302027436249283
1091.88392138662,0.977025291685956,-0.00642268557798893,-0.201696205365518
1141.30563362916,0.993253051494874,-0.00649447905777722,-0.058616169516507
1192.96431043646,0.978022643880349,-0.00639629246158046,-0.192836047843721
1246.96120306506,0.973583997114708,-0.0075218527255693,-0.232272241746322
1303.40214568579,0.964691960692256,-0.0121741073004337,-0.311535226751424
1362.39776281932,0.973761955818154,-0.0115069890052054,-0.230337523081269
1424.06368616071,0.977444371922837,-0.0114008600624911,-0.197568186457192
1488.52078121813,0.976488024953212,-0.0123260727174025,-0.205969630225903
1555.89538420978,0.974811156093366,-0.00897735250784811,-0.221221867946595
1626.31954968357,0.989834721931193,-0.0127356267182988,-0.0880274250680549
1699.93130934461,0.989897241191179,-0.0112869651845164,-0.0876331360323508
1776.87494259805,0.991805470059721,-0.0128981861374543,-0.0707355834000925
1857.30125933741,0.975044878558794,-0.0130123308971897,-0.21873448550886
1941.36789553267,0.985809421756915,-0.0130127153726092,-0.123384056473247
2029.23962219759,0.987872347798292,-0.0143743263786434,-0.105064005353848
2121.08866834165,0.983947298795092,-0.0133426725200867,-0.139764722843261
2217.09505853976,0.997041199058021,-0.0126530958759483,-0.0250385282582025
2317.44696578127,0.978755188630592,-0.0154851325035048,-0.185431497207031
2422.34108029001,0.966033713686538,-0.017763432995102,-0.29868615403436
2531.98299503798,0.971619060180089,-0.0158979273509283,-0.248916925819096
2646.58760870868,0.965034809730598,-0.0142790351919047,-0.308189708051868
2766.37954689946,0.986176036466868,-0.0162944719265819,-0.119725609046295
2891.59360238886,0.991801719224182,-0.0180362718725737,-0.0700668581687002
3022.47519533157,0.977412945034508,-0.0169354453294179,-0.197134632339775
3159.2808542831,0.968914031011258,-0.0185436411823893,-0.272704633336131
3302.278718997,0.974449440787043,-0.0219951550388324,-0.222601663459955
3451.74906598008,0.967829783184436,-0.021846750594364,-0.28180802058622
3607.98485783574,0.954122382125319,-0.0210664838714588,-0.405801647948495
3771.29231747204,0.971665947441979,-0.0254871823311505,-0.246673277024014
3941.99152830014,0.970752091692342,-0.0215749662400078,-0.255688629147333
4120.41706159927,0.963153976855007,-0.0233350026668787,-0.323537077002475
4306.91863227811,0.983189105252598,-0.0258420987761523,-0.144259578944177
4501.8617843177,0.967429232070684,-0.025529721927385,-0.284592540767508
4705.62860723938,0.987599657773415,-0.0286385675005196,-0.104730967503952
