Frequency (Hz),TR1: Gain (Real),TR1: Gain (Imag),TR1: Gain (dB)
100,0.983789116228467,-0.0126527432765486,-0.141241414936258
105.925372517729,0.990651537568355,-0.0126570556778215,-0.080872761867466
112.201845430196,1.00175977085323,-0.0161163011925434,0.016395652375963
118.850222743702,1.00215029925597,-0.0138522743169094,0.0194869064405831
125.892541179417,0.991121283330953,-0.0185519772565924,-0.0759425838423686
133.352143216332,1.01261422049989,-0.0171363951758135,0.11012401887765
141.253754462275,1.00890648900244,-0.0181920448571775,0.0784301117422047
149.623565609443,1.00803196787661,-0.0196266582153256,0.071132165261387
158.489319246111,1.01918618526572,-0.0190676565861627,0.166590399358254
167.880401812256,1.00490111196226,-0.0216730963900607,0.0444861973257412
177.827941003892,1.0176191646693,-0.0241849550211085,0.154157893442904
188.36490894898,1.02527166585811,-0.0263498312273673,0.219646710570278
199.526231496888,1.02378882392021,-0.0286052820262457,0.207596803086425
211.348903983665,1.02842858820549,-0.0276671355586546,0.246624820904269
223.872113856834,1.01577177755122,-0.0301185456599564,0.139739376740956
237.137370566166,1.0189155533853,-0.0311324746674183,0.166816421933654
251.188643150958,1.01865203449233,-0.0350525420081347,0.165656564512162
266.072505979881,1.02011807421156,-0.0366858940798301,0.178621923674813
281.838293126445,1.02317144125927,-0.0367551073464382,0.204568898958735
298.538261891796,1.03691167409007,-0.0405880423494625,0.321484405305756
316.227766016838,1.0246375433781,-0.0426948201717729,0.21893915089876
334.965439157828,1.0104821605322,-0.0417801882072609,0.0979911849798387
354.813389233575,1.01833904093483,-0.0476556225763947,0.167348516571098
375.837404288444,1.02022931932086,-0.0494275406067139,0.18413763754723
398.107170553497,1.03266514974011,-0.0550184083002205,0.291500630553967
421.696503428582,1.02847793748412,-0.0566971732195904,0.257077856636741
446.683592150963,1.02011285189541,-0.0572625951380852,0.186627397804692
473.15125896148,0.992079959085427,-0.0627770508273856,-0.051711463626583
501.187233627272,0.99249673522069,-0.0663525756346863,-0.0460507894190114
530.884444230988,1.00413979872603,-0.0689776050248496,0.0563287235646448
562.341325190349,0.999617824624667,-0.0739906649911979,0.0204090374073333
595.66214352901,1.00155282708089,-0.0804214784277808,0.0413888000292397
630.957344480193,0.99525970264431,-0.0815171465607012,-0.0122342633964417
668.343917568615,0.982564209069961,-0.0865848321130166,-0.119186915942121
707.945784384138,1.0120909114903,-0.0938650754544999,0.141586154449051
749.894209332456,1.01238314029168,-0.0993664186419591,0.148536114329409
794.328234724281,1.00562727813446,-0.106330794564807,0.0970258633853831
841.395141645195,0.991980233217597,-0.109294522203794,-0.0175370993279536
891.250938133746,0.997335752816866,-0.117767350421545,0.0369646599054107
944.060876285924,1.00263405598968,-0.125706422942309,0.0905855964267017
