Frequency (Hz),TR1: Gain (Real),TR1: Gain (Imag),TR1: Gain (dB)
100,0.957281273402666,0.000862897548707641,-0.37920520704543
105.925372517729,0.985207815934052,0.000478261090156583,-0.129442005319117
112.201845430196,0.990029842240402,-0.00174332170795844,-0.0870208212323493
118.850222743702,0.988204829921176,0.00115293592850899,-0.10305464438973
125.892541179417,0.983719596015906,-0.0017499091077567,-0.142559802038574
133.352143216332,0.998791528626717,0.000416810775040328,-0.0105022402114675
141.253754462275,1.00773927709369,-4.2041753190414E-05,0.0669637218562476
149.623565609443,1.00876675029145,-0.000364454091357196,0.0758157494591884
158.489319246111,0.999469589529602,-0.000685190184568322,-0.00460626795029688
167.880401812256,0.989833863587301,-0.000357171144044401,-0.0887532836267251
177.827941003892,0.999040239846493,-0.00435330031584505,-0.00825791224430777
188.36490894898,1.00662697619578,-0.00241064161772878,0.057396200457467
199.526231496888,0.989180253433075,-0.00392952625789795,-0.0944227023673349
211.348903983665,1.0040663959419,-4.94568067783113E-06,0.0352486474759904
223.872113856834,0.990961537425061,-0.000468711252202933,-0.0788630609729384
237.137370566166,1.00024790866538,-0.000737607514738738,0.00215540211196003
251.188643150958,0.999928924418369,-0.00124426489114095,-0.000610651921815492
266.072505979881,0.99195851758254,-0.00219767366594927,-0.0701084651199483
281.838293126445,1.00510350726873,-0.00169942172883691,0.0442281843864125
298.538261891796,1.01397939304497,-0.00330733217239772,0.120628783652788
316.227766016838,1.0164851615198,-0.0046263144575978,0.142110824949422
334.965439157828,1.01379208184859,-0.00116102514210573,0.118983593478929
354.813389233575,0.995794816401193,-0.00140128833552031,-0.0365941753808228
375.837404288444,0.993235986395299,-0.00103636829839061,-0.0589463458120529
398.107170553497,1.01223825468605,-0.00316949031463065,0.105697503335183
421.696503428582,1.01429595352208,-0.00248594410400067,0.123319945631734
446.683592150963,1.00852143717722,-0.00275414295768302,0.0737350686937764
473.15125896148,1.01582937402665,-0.00268593197848344,0.136445699334331
501.187233627272,1.00741985175273,-0.00137914723889153,0.0642182315164981
530.884444230988,1.00911606221185,-0.00319737298129689,0.0788659788400689
562.341325190349,1.0210634549531,-0.00301257845988975,0.18109245671683
595.66214352901,1.01986202420893,-0.00412033039690863,0.170899298393415
630.957344480193,1.01822790958452,-0.000353407447579713,0.156900460335372
668.343917568615,1.00576796887761,-0.00277495083032715,0.0499890664666952
707.945784384138,1.00135371452494,-0.0037499645503288,0.011811169575234
749.894209332456,1.01921443653509,-0.00252889745566096,0.165338067990307
794.328234724281,1.00910179974708,-0.00289318686862569,0.0787353146725078
841.395141645195,1.0106041339455,-0.00421666258707214,0.0916970143143307
891.250938133746,1.00959273489572,-0.00429380970590778,0.0830028888657581
944.060876285924,1.0115823437251,-0.00456949136108852,0.100113426450401
1000,1.02258287494679,-0.00406836965896877,0.194039050037143
1059.25372517729,1.02218070926061,-0.00508951997832139,0.190661278251032
1122.01845430196,1.01832927036052,-0.00499087266779143,0.157868859048548
1188.50222743702,1.00857875127932,-0.00742827662229384,0.074431859122154
1258.92541179417,1.03749958601694,-0.00678353742867375,0.319944298962478
1333.52143216332,1.03377289969454,-0.00692178507622489,0.288697557011351
1412.53754462276,1.02264493570219,-0.00808401717188455,0.194768818503381
1496.23565609443,1.02240327883381,-0.00770293133528733,0.192691184719506
1584.89319246111,1.01330138215395,-0.00936089464161449,0.115143315881246
1678.80401812256,1.01170798625785,-0.00958278131006461,0.10149318190469
1778.27941003892,1.01343152325417,-0.0110168109062689,0.116401375954889
1883.6490894898,1.01670502535113,-0.00942360031914064,0.144272490117153
1995.26231496888,1.01094845526983,-0.0102981165005601,0.0950308891655532
2113.48903983665,1.01559145060932,-0.012269566193605,0.13501455555993
2238.72113856834,1.0045891526283,-0.0111145789273099,0.0403012660605532
2371.37370566166,1.03156944598793,-0.0148889009964405,0.270874028705942
2511.88643150958,1.01871488424747,-0.0154942934200684,0.162057583748637
2660.72505979881,1.00632484185497,-0.0153071871508997,0.0557686018169367
2818.38293126445,1.01456115175544,-0.0163885052314117,0.1266976294251
2985.38261891796,1.01532659400704,-0.0188884125467438,0.133617988719827
3162.27766016838,1.01969991578217,-0.0177603214805629,0.170764940267583
3349.65439157828,0.999193411807813,-0.0201405993853564,-0.00524458760973104
3548.13389233575,0.995875644918457,-0.0209636093064547,-0.0339737497923355
3758.37404288444,0.998367136834731,-0.0220729343885896,-0.0120721074255938
3981.07170553497,0.990307613270479,-0.0233098020428982,-0.0821921678445092
4216.96503428582,1.00210693195366,-0.0256153611517112,0.0211180387920028
4466.83592150964,1.01338941151498,-0.0271667423804845,0.118647216395094
4731.5125896148,0.989003714128253,-0.0279449705120708,-0.0925755973990003
5011.87233627273,0.995981600494472,-0.0302730566224091,-0.0309632355360102
5308.84444230988,0.993811699605687,-0.0313949354511335,-0.0495859944079921
5623.41325190349,1.00115027915153,-0.032134717571519,0.0144575518181367
5956.62143529011,0.991763468516005,-0.0340807209777185,-0.0667124399779824
6309.57344480193,0.993209360123225,-0.0347374828083119,-0.0538746662085477
6683.43917568615,0.99923113318818,-0.0387309202331175,-0.000160945070608804
7079.45784384138,1.01073038986042,-0.0432848084117904,0.100664163079127
7498.94209332456,1.00544355926139,-0.0450033156594551,0.0558459995298706
7943.28234724282,0.995702104401105,-0.0476999418091188,-0.0274559950446671
8413.95141645195,0.975232216351211,-0.0451856249826868,-0.208525919826465
8912.50938133746,0.989042692046319,-0.0498910003411752,-0.0846623438107336
9440.60876285924,0.991064622042039,-0.0547692388096555,-0.0647173766703172
10000,1.00039057672609,-0.0599587204801256,0.018964796512121
10592.5372517729,0.993429152153226,-0.0620656296266624,-0.0403433097634687
11220.1845430197,0.993895962062348,-0.0664920886633261,-0.0337872554904609
11885.0222743702,0.995021983807869,-0.0705616488318167,-0.0215610218686627
12589.2541179417,0.976078116714085,-0.0670369203954236,-0.189871294730797
13335.2143216332,0.982657975953371,-0.0753900667789356,-0.126464503549744
14125.3754462276,0.977577768251204,-0.0755719907620405,-0.17109696927665
14962.3565609444,0.978103121994328,-0.0814956667987331,-0.162261495468493
15848.9319246111,0.995865390029117,-0.0938194739779145,0.00238782740156504
16788.0401812256,0.989811836757835,-0.0976006281491657,-0.0469246826021132
17782.7941003892,0.998935070724515,-0.106971731550341,0.0402639493108221
18836.490894898,0.995699128569767,-0.114701919450895,0.019816246013624
19952.6231496888,0.975000613241672,-0.108417170402163,-0.166531949952893
21134.8903983665,0.976331111023095,-0.115476040726885,-0.147724602305839
22387.2113856834,0.965191369489473,-0.114349823437037,-0.247197559835503
23713.7370566166,0.972755989046731,-0.12638481154622,-0.167223098829776
25118.8643150958,0.96568550917193,-0.132100107520413,-0.222768788210559
26607.2505979881,0.971121966018081,-0.150335400666048,-0.15167390198851
28183.8293126446,0.964683233016786,-0.153259291831796,-0.204051252273288
29853.8261891796,0.964536112031287,-0.165673401564971,-0.187353299401276
31622.7766016838,0.958910727362082,-0.168292997642848,-0.232684882224785
33496.5439157828,0.945554290281965,-0.170399137280848,-0.347471174179305
35481.3389233576,0.951132450027436,-0.190123068955452,-0.265028210557946
37583.7404288444,0.942454630657336,-0.197388371885255,-0.328345865526289
39810.7170553497,0.94368845142199,-0.215784247242619,-0.282090872019086
42169.6503428582,0.937956192098195,-0.222820189153795,-0.317923529710043
44668.3592150964,0.927498712586298,-0.235248640437299,-0.382962154468207
47315.1258961481,0.919133399476567,-0.241041837584395,-0.443568003414269
50118.7233627273,0.912294962210735,-0.250033262824941,-0.482746406867448
53088.4444230988,0.906453034846308,-0.264155081766981,-0.499103127577782
56234.1325190349,0.895532161486967,-0.274905189422429,-0.567277753812725
59566.2143529011,0.889667678148291,-0.305686425980963,-0.53079907716253
63095.7344480194,0.876035507099657,-0.305788927920075,-0.650245524051656
66834.3917568615,0.864107235238381,-0.319292750921411,-0.712820418256411
70794.5784384137,0.851092597282873,-0.335445022591937,-0.773357873825937
74989.4209332456,0.836478744876878,-0.358309408079552,-0.819264863411689
79432.8234724282,0.8218118042609,-0.365228783742561,-0.92176735330175
84139.5141645196,0.804639229427087,-0.38389606547241,-0.997309517832699
89125.0938133746,0.786583627948334,-0.395833647715566,-1.10475278469327
94406.0876285923,0.768120042822989,-0.411533159281882,-1.19547741641654
100000,0.7460640121418,-0.418768883563845,-1.355014448073
105925.372517729,0.728933260497917,-0.4288448204535,-1.45541175197854
112201.845430197,0.703050218307819,-0.443567749173363,-1.60501867712468
118850.222743702,0.681005876144045,-0.45195929741379,-1.75199996630995
125892.541179417,0.659470949018701,-0.455426487957743,-1.92251788017549
133352.143216332,0.627679577454511,-0.463566407818142,-2.15471524741713
141253.754462276,0.603972760472006,-0.470644483441618,-2.31888013123632
149623.565609444,0.580385613081558,-0.471666110300667,-2.52342462250786
158489.319246111,0.552580224842228,-0.472699854028713,-2.76716719710728
167880.401812256,0.527636704034118,-0.477677663865488,-2.95355010651485
177827.941003892,0.503104805712908,-0.476632377376447,-3.18493861642166
188364.90894898,0.474307663774913,-0.477026567325933,-3.44360200515483
199526.231496888,0.445448206850892,-0.473377295143631,-3.7416283443149
211348.903983665,0.421215328276213,-0.474716934743186,-3.94933697255391
223872.113856834,0.389287869919492,-0.464935241525091,-4.34494766487464
237137.370566166,0.36640224477362,-0.459781241429102,-4.61364199007719
251188.643150958,0.343711902438837,-0.45277374488844,-4.90606677498206
266072.505979881,0.317993577813978,-0.443997725637624,-5.25413874705977
281838.293126446,0.298121118471377,-0.432853879520639,-5.58715506311906
298538.261891796,0.27562184323736,-0.422770426439651,-5.93967245911053
316227.766016838,0.254803188797264,-0.411824439471477,-6.29812644272975
334965.439157828,0.237426997664966,-0.400262718760109,-6.64377994588434
354813.389233576,0.218681195526728,-0.386801878031984,-7.04571108756298
375837.404288444,0.200093153053931,-0.373536878028231,-7.45773305750174
398107.170553497,0.183833864002472,-0.36318866886458,-7.80675136002861
