Frequency (Hz),TR1: Gain (Real),TR1: Gain (Imag),TR1: Gain (dB)
100,0.98750298869579,-0.0118411167769929,-0.108607227873994
104.526278963772,1.00297346471077,-0.0144479541623758,0.026689964340494
109.257429940123,0.988657110558387,-0.0152627027095969,-0.0980512022077764
114.202726007861,0.978569384716646,-0.0126701116356712,-0.18743952167712
119.371859971209,0.974421887062579,-0.0147741968424524,-0.224061122981947
124.77496335775,0.984537986997609,-0.0166967903535055,-0.134101565064202
130.422626276266,0.996005967438564,-0.0173723438802376,-0.0334401654714815
136.325918173408,0.977427917653781,-0.0173367395559346,-0.196939116564789
142.49640952986,0.983873740441591,-0.0171415654659029,-0.139894535071655
148.946194538541,0.986998598558595,-0.0187719217552431,-0.112098590817041
155.687914809278,0.974414472364744,-0.020460577850972,-0.223211068525272
162.734784146426,0.97604167493103,-0.0222159616960854,-0.208383376436901
170.100614447985,0.967730763357811,-0.02032600717322,-0.282993551075646
177.799842776992,0.977412288159631,-0.024041168827383,-0.195817417003797
185.847559658227,0.960841503689577,-0.025483462756438,-0.343911084833543
194.259538655721,0.989753146132595,-0.02680846909176,-0.0862771386265075
203.052267289016,0.9970421630436,-0.0311579196791622,-0.0214903327359228
212.242979348781,0.996473510611832,-0.0272937500517877,-0.0274278448871139
221.849688675128,0.996730907547359,-0.0301967909487046,-0.0244572017177545
231.891224464825,0.987122217471252,-0.0309968611657366,-0.108301265515205
242.38726817661,1.00643744155738,-0.0315566508773889,0.0600032564061879
253.35839210695,1.0156113726411,-0.031872619936461,0.138826253702164
264.826099711838,1.00679765516394,-0.0367633379987129,0.0646307340389806
276.812867753673,1.01413008939096,-0.0402636391725677,0.128713761318034
289.342190355822,1.00782561411554,-0.0390081778128474,0.0742091302016671
302.438625051215,0.996999984077832,-0.0399929563915863,-0.0191144578368806
316.12784091523,1.01473271797777,-0.0428127735599583,0.134757256323403
330.436668877203,1.01740568140803,-0.0426321159740224,0.157502008493179
345.393154309181,1.01773854823822,-0.0469340105905002,0.161950748914076
361.026611994987,1.0153276992891,-0.0487400539332431,0.142121094982785
377.367683587335,1.00187601224207,-0.0521114603843158,0.028013297929568
394.448397665623,1.00296873506416,-0.050405963825005,0.0367032352139392
412.302232512099,0.99692218662981,-0.0538031200735829,-0.0141435610804204
430.964181729457,1.01144144593528,-0.0587658078685332,0.113450842940848
450.470822828471,0.997480411857779,-0.0620974203235932,-0.00511351894430267
470.860388920087,1.01581086998208,-0.0619936671965097,0.152402402174985
492.172843652513,1.01123583232286,-0.0662534349732802,0.115651264045541
514.449959540156,1.00738330478997,-0.0700656062045322,0.0848532909349381
537.735399837956,0.993536343875557,-0.0691291130155043,-0.0353504290283645
562.074804121578,0.998971521177349,-0.0766667819445213,0.0165666437314651
587.515877741196,0.990489493354704,-0.078253603874747,-0.0559790510015049
614.108485324217,0.977685724111237,-0.0789906272616422,-0.16775770448154
641.904748510187,0.980714968355197,-0.0806956722375241,-0.139839501795442
670.959148109458,0.994723549144408,-0.08960793123694,-0.0108512746966274
701.328630885842,0.966876965604409,-0.0918787118185261,-0.253534968830673
733.072721172539,1.00215060405141,-0.0979620056177759,0.0599614582160183
766.253637540124,0.981266973020392,-0.100642942200998,-0.118809671045098
800.936414745242,0.989624852379732,-0.104353747744332,-0.0425644134216051
837.189031199047,0.989711201012266,-0.111574561928708,-0.0349833412402728
875.082542205217,0.99465489647817,-0.115804795535527,0.0119228681862703
914.691219228695,0.97685289291346,-0.118764961251773,-0.139691274253435
956.092695468114,0.968689377824414,-0.123296279230502,-0.206514817064227
999.368118017249,0.957148055757691,-0.128623303346018,-0.302690333241556
1044.60230691371,0.957492655974099,-0.130167593713995,-0.297759950155477
1091.88392138662,0.958391902296337,-0.137967591254185,-0.280055180136813
1141.30563362916,0.959660386302473,-0.144579159638157,-0.260177089650726
1192.96431043646,0.946754424178434,-0.150097525386525,-0.367444117626312
1246.96120306506,0.947835575882404,-0.156194452457391,-0.348975977195779
1303.40214568579,0.934419252155167,-0.164187698805727,-0.457107151065531
1362.39776281932,0.950009966786803,-0.171090347093055,-0.306815614124265
1424.06368616071,0.937685889188747,-0.179250589286757,-0.402978373444979
1488.52078121813,0.943238042579498,-0.188138939902607,-0.338140110691653
1555.89538420978,0.941065744283145,-0.19298230884981,-0.34870339208997
1626.31954968357,0.936543375701121,-0.202423509225963,-0.371153240527391
1699.93130934461,0.932410476396957,-0.208230845500134,-0.396484526601297
1776.87494259805,0.924056111937049,-0.217410242901381,-0.452044013060509
1857.30125933741,0.91628852796131,-0.226935347370262,-0.500811991441555
1941.36789553267,0.914511049103476,-0.234578261663448,-0.499481160400636
2029.23962219759,0.910983782870775,-0.242860192795824,-0.511605171720164
2121.08866834165,0.904354470811651,-0.251501841758058,-0.549697784563428
2217.09505853976,0.907325520266073,-0.262227472940371,-0.496337593450578
2317.44696578127,0.886195457518176,-0.268351382434757,-0.668393893161135
2422.34108029001,0.882182001845046,-0.282277004474875,-0.665504783636924
2531.98299503798,0.872125167107565,-0.288518082777112,-0.737373231050934
2646.58760870868,0.871383975775485,-0.300198647142312,-0.708727825904974
2766.37954689946,0.875193449181045,-0.316498600183952,-0.624144428481769
2891.59360238886,0.867137503069059,-0.327283239121461,-0.659857196368997
3022.47519533157,0.852889042068981,-0.334749909814702,-0.759910842485877
3159.2808542831,0.837135833273036,-0.343993952919273,-0.866480996255269
3302.278718997,0.824969600529662,-0.355435989043097,-0.9317512615045
3451.74906598008,0.812020135756196,-0.365523642827371,-1.0073544699199
3607.98485783574,0.788415885299936,-0.371319888386617,-1.19484763226267
3771.29231747204,0.782737219311423,-0.384017350481922,-1.19102482724845
3941.99152830014,0.761293660024583,-0.386629847934187,-1.37242282945643
4120.41706159927,0.75289139095466,-0.400547983306267,-1.38295886932439
4306.91863227811,0.737296956583471,-0.410696472011443,-1.47350229001354
4501.8617843177,0.721461040058401,-0.419534582399353,-1.57069340360385
4705.62860723938,0.71843352658904,-0.438470817304251,-1.49719369350673
4918.6184850021,0.696548958111719,-0.443151673582075,-1.66493448154671
5141.24887879695,0.673447684788024,-0.44550633339204,-1.85747290521448
5373.95614527311,0.663946438545475,-0.459506217374358,-1.85771830013344
5617.19639179895,0.638812816265875,-0.458309117452297,-2.08920837553701
5871.44637043472,0.613453154441947,-0.460709537606149,-2.30195937652576
6137.20441236887,0.598388255492956,-0.465643595465288,-2.40413385559531
6414.99140464962,0.580099910208627,-0.474427701462913,-2.50574795709024
6705.35181112607,0.559908084016243,-0.476313088205561,-2.67307788984469
7008.85473959998,0.543817398531756,-0.485035413787064,-2.74908165194887
7326.09505727985,0.520973994625572,-0.485029717600403,-2.95276755301743
7657.69455672346,0.490191560453902,-0.470699675655933,-3.35502859854383
8004.30317455436,0.478213583808808,-0.483590038359742,-3.34843608536103
8366.60026534076,0.450201704427923,-0.472695517744619,-3.70465404095066
8745.29593313378,0.435794932109489,-0.476824274900595,-3.79573874895675
9141.13242327484,0.403278654865251,-0.456460519050801,-4.30637938331748
9554.88557720008,0.388095677638858,-0.459733811991746,-4.41323303423996
9987.36635309339,0.370131845276799,-0.459041812912574,-4.58774114851685
10439.4224153683,0.352125886607854,-0.455730159987611,-4.79277286341084
10911.9397960944,0.327307275740955,-0.43558687766857,-5.27439567372109
11405.8446316246,0.309835135582274,-0.426643629825118,-5.55919902512438
11922.1049778263,0.292951216178539,-0.419386505548825,-5.82187222992168
12461.7327074765,0.2810690283171,-0.425683621207777,-5.8468211919035
13025.7854935365,0.258054983165817,-0.397490316041395,-6.48607794847669
13615.3688821965,0.246874590206935,-0.398574573916979,-6.57955015040921
14231.6384597514,0.23193422102439,-0.390052046538038,-6.86271772118376
14875.8021175552,0.217135563066264,-0.379783431709832,-7.18095943614856
15549.1224194945,0.204182430178758,-0.370653258950418,-7.46966730145617
16252.9190766193,0.192075422482609,-0.358985956092597,-7.80510084342003
16988.5715337832,0.180609737068583,-0.351338956664217,-8.0671134840145
17757.5216733622,0.169307816381689,-0.337326076140401,-8.46325295705697
18561.2766413509,0.157653749207958,-0.326606848550552,-8.80985950180342
19401.4118013759,0.148919598044993,-0.316851001144047,-9.11610131977749
20279.5738224164,0.140696728257766,-0.305756691277393,-9.45836317990452
21197.4839062831,0.130423403419535,-0.299127832371775,-9.7270045413951
22156.9411611822,0.123276272606341,-0.286291809933262,-10.1251231586442
23159.8261279762,0.114081098598725,-0.278178902711675,-10.4384118285775
24208.104466053,0.108798272183921,-0.2651193841275,-10.8552275667083
25303.8308060279,0.100528131079699,-0.256625649016393,-11.1940001385848
26449.1527768296,0.0949819312210162,-0.247031119426557,-11.5461702462171
